request_datetime,city_name,city_id,city_country,longitude,latitude,weather_description,temp_farenheit,temp_min_farenheit,temp_max_farenheit,humidity,wind_speed
2025-01-09 18:41:38,Odenton,4364362,US,-76.7002,39.084,clear sky,30.074000000000012,28.25600000000003,31.85600000000003,46,12.35
