request_datetime,city_name,city_id,city_country,longitude,latitude,weather_description,temp_farenheit,temp_min_farenheit,temp_max_farenheit,humidity,wind_speed
2025-01-13 18:41:49,Odenton,4364362,US,-76.7002,39.084,overcast clouds,44.492,42.602000000000075,46.07600000000009,52,3.09
