request_datetime,city_name,city_id,city_country,longitude,latitude,weather_description,temp_farenheit,temp_min_farenheit,temp_max_farenheit,humidity,wind_speed
2025-01-19 18:38:32,Odenton,4364362,US,-76.7002,39.084,mist,35.780000000000044,34.39400000000008,37.346000000000046,90,4.12
